UUID_FAMILY;ORIGGPCD;ORIGGPFR;UUID_INGREDIENT;ORIGFDCD;UUID_CONTENT;LANG;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;05E795F4-5C20-4A9B-AA77-03976C478A0E;39509;50BE16D9-A39A-465D-A171-56A35A6FB364;fr_FR;Glace ou crème glacée, cône (taille standard);1180;283;1190;283;                43.7;                3.24;                3.17;                38.1;                12.7;26;                12.1;                1.57;traces;                 0.8;0;0;                9.61;                2.73;-;               0.024;               0.048;                0.53;                0.46;                3.64;                1.51;                1.83;                0.73;                2.49;                0.75;               0.025;-;-;-;                 6.2;                0.15;109;106;traces;                0.95;22;                17.5;traces;100;216;                 1.1;                60.4;                 0.5;traces;5;traces;                0.77;-;-;1;                0.05;                0.23;                0.21;                0.35;                0.07;8;                0.13
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;5012BE46-5775-43A5-9047-66E84CA27CC5;39515;5C1FA85C-01D4-4DAB-B1BA-215D1CFEAA8A;fr_FR;Glace ou crème glacée, en bac;849;203;850;203;                59.8;                2.81;                2.75;                25.6;                9.78;                22.3;< 0.35;                0.72;traces;                0.69;0;0;                6.66;                0.93;                0.72;                0.25;                0.18;                0.16;                0.28;                0.54;                1.14;                 3.2;                0.92;                0.93;                0.52;               0.054;              0.0045;< 0.017;< 0.017;                39.3;                0.14;                99.3;135;               0.032;                0.14;< 20;                14.3;                0.11;                95.7;190;< 20;                54.3;                0.35;                85.2;172;-;                0.48;                0.59;-;< 0.5;               0.048;                0.41;               0.073;                0.31;               0.046;10;                0.43
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;737AD7A3-6735-49D7-86CA-D3BC23AF469F;39517;578106A1-93C3-4051-A6EF-6E0D56CD0DCB;fr_FR;Glace au yaourt;791;188;792;188;-;                3.22;                3.15;                27.7;                 7.2;-;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;709ADD30-AA79-48C9-A9C1-815DA74FF271;39520;E89EE900-73D2-429C-A40F-1C149C4EF84D;fr_FR;Glace ou crème glacée, gourmande, en bac;948;226;949;227;-;                3.05;                2.99;29;                10.7;                24.4;-;                1.05;traces;                0.17;0;0;                6.36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.17;-;-;-;-;-;-;-;-;-;                 1.7;                67.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;F1F03896-128F-4AD7-A6B3-5418E9AC6F21;39521;086525F9-04F0-4B80-AD57-D802B2EF54E8;fr_FR;Glace ou crème glacée, gourmande, en pot;944;225;946;225;                55.6;                4.06;                3.98;                29.7;                9.82;                23.9;1;< 2;traces;                0.85;0;0;                6.55;                2.25;                0.48;                0.33;                0.19;                0.16;                0.24;                 0.4;                0.99;                3.02;                 1.2;                2.25;                0.37;               0.048;               0.024;               0.018;               0.024;73;                 0.2;110;130;                0.11;                 1.3;< 20;21;                0.14;110;210;< 20;                81.4;                0.58;124;                91.4;-;                 0.3;                1.56;-;-;               0.048;                0.18;< 0.1;                0.57;               0.039;                15.6;                0.47
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;D15BF20C-B9EC-4458-B87B-0D693B9F1293;39522;9F56DEA3-C9E1-4609-80C6-C27C172F2D1E;fr_FR;Glace ou crème glacée, mini cône;1490;357;1490;357;-;                 4.2;                4.11;                38.5;                20.2;                25.6;-;                2.33;traces;                0.29;0;0;                15.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.29;-;-;-;-;-;-;-;-;-;-;113;-;246;-;               0.044;                0.74;-;-;-;               0.089;               0.091;                0.84;                2.24;               0.042;                8.65;                0.15
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;35354FCD-EEB8-4868-857F-F9AB13857825;39523;5AE44C42-40E0-4ABD-998D-1A9977FE9C43;fr_FR;Glace ou crème glacée, pot individuel;992;237;993;238;                56.6;                3.21;                3.15;                26.7;                12.7;                22.1;-;                1.91;traces;                0.68;0;0;                 9.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.15;-;122;-;-;-;-;-;-;-;-;                59.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
F8235A53-E71D-4624-84F1-A2CACDCFB379;32.1;Glaces;A2DAFCE4-BECE-4CF6-A1C6-0BDA47F50EB7;39531;DA9D4473-36C6-43D7-9110-3C47A7630490;fr_FR;Glace ou crème glacée, petit pot enfant;682;162;682;162;                62.5;                1.87;                1.83;                25.2;                5.94;22;-;                0.28;traces;                 0.7;0;0;                4.12;                1.36;                0.13;-;-;-;-;-;-;-;-;-;                0.11;               0.023;-;-;-;-;                0.14;119;-;-;-;-;-;-;-;-;-;                54.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
445CF5C2-3EE6-4B35-A5D0-6DE1BEBA3B11;32.2;Sorbets;4E726961-B01E-492C-841F-174890D69C55;31013;79F5FD80-F274-4FB1-B5AA-EE32EA6489B7;fr_FR;Sorbet, bâtonnet;-;-;-;-;                77.6;                0.28;                0.28;                25.6;                0.32;                22.8;< 0.35;                0.77;0;< 0.25;0;-;               0.094;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.035;                 3.6;< 3.6;< 0.01;                0.03;< 20;                 2.1;< 0.01;                 1.9;21;< 20;                13.6;< 0.05;-;                11.9;-;-;< 0.8;-;                5.48;               0.094;< 0.01;< 0.1;                0.15;< 0.01;< 5;-
445CF5C2-3EE6-4B35-A5D0-6DE1BEBA3B11;32.2;Sorbets;F19529BD-BD37-434C-B78C-2BEEC4A0A710;39524;8E0EBD11-1B7C-4404-88E4-A60A8CBE689C;fr_FR;Sorbet, en bac;-;-;-;-;                66.1;                0.47;                0.46;                29.6;                0.78;25;0;                1.17;0;                 0.4;0;-;                0.45;                0.29;               0.044;               0.021;              0.0029;               0.004;-;               0.026;               0.082;                0.28;               0.038;                0.29;               0.038;              0.0063;-;< 0.0028;< 0.0028;1;               0.045;54;-;               0.028;                0.14;1;8;               0.011;40;96;                 1.6;                21.3;                0.48;12;1;0;                0.01;0;-;                 2.3;               0.027;               0.097;               0.063;                0.22;               0.023;4;                0.13
445CF5C2-3EE6-4B35-A5D0-6DE1BEBA3B11;32.2;Sorbets;B271CEE1-9F15-4F3C-80DC-41525C3C233B;39526;7D8BF88F-C83F-40EF-B1D9-F93A87317F77;fr_FR;Glace à l'eau;-;-;-;-;                82.3;               0.074;               0.072;                20.6;                 0.2;                19.8;0;                 0.2;0;< 0.25;0;-;                0.19;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;                0.02;                 5.8;< 3.6;< 0.01;                0.01;< 20;                 1.4;                0.01;                 1.9;13;< 20;                11.1;< 0.05;0;542;0;0;< 0.8;-;                2.35;               0.016;< 0.01;< 0.1;                0.11;< 0.01;< 5;-
4867AFFA-A224-45DA-8C0E-2AD385D4DB72;32.3;Desserts glacés;F27223F5-FEB8-4143-898A-C86CE9EE7CCB;23472;1AFD3656-362C-4630-93BA-C595CBBFFBA7;fr_FR;Profiterole avec glace vanille et sauce chocolat;1080;260;1080;260;                50.9;                6.24;                6.24;                26.5;                13.9;                12.4;                12.4;                1.14;0;                1.18;                0.15;0;                7.96;                3.61;                1.37;                0.31;                0.23;                0.15;                0.27;                0.31;                 0.9;                3.69;                 1.3;                3.26;                0.97;                0.12;                0.15;              0.0033;< 0.004;115;                0.31;                82.7;-;                 0.4;1;30;                31.2;< 0.1;48;261;6;123;                 0.3;125;25;                0.65;                 1.2;-;-;< 0.5;               0.041;                0.21;                0.31;                 0.6;                0.15;20;                 0.4
