UUID_FAMILY;ORIGGPCD;ORIGGPFR;UUID_INGREDIENT;ORIGFDCD;UUID_CONTENT;LANG;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;7CEE7CB5-DA59-4B93-A2EB-141201757AFA;12050;1374211B-1B6A-4B18-B9F5-EB44A87C95D2;fr_FR;Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;1380;332;1380;334;                47.8;                18.2;                17.8;traces;29;0;0;0;0;-;0;-;                18.5;                7.84;                1.11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;450;920;-;                 0.2;-;-;-;338;-;-;-;-;-;-;-;-;-;-;-;-;                 4.2;-;-;-;40;                0.88
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;E283D1B9-2ECE-47AD-BA8C-B31BB0938690;12051;2FD2C5BA-4142-4108-9248-25560474EFC8;fr_FR;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);1250;302;1260;304;                52.9;                18.9;                18.5;traces;                25.4;traces;-;0;0;                2.76;0;-;                16.3;                 6.5;                1.21;-;-;-;                0.71;-;-;-;-;-;-;-;-;-;-;-;                1.38;491;-;                0.07;-;30;30;                0.02;430;120;                 5.8;523;8;-;100;-;-;-;-;-;-;-;-;-;-;-;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;10A1EAA0-5A72-4D49-9692-13E4C46CCAF2;12052;5E1855B8-163F-41B1-9607-E12006BB2CD5;fr_FR;Saint-Félicien;1090;264;1100;265;-;                11.6;                11.3;traces;                24.3;0;-;0;0;                 1.5;0;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                 1.5;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;3ADA0897-5B88-478E-8469-021F4AC48BFF;12801;05CC52B7-F747-4C59-8F65-2B0282E6B33F;fr_FR;Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);1340;324;1350;326;                49.7;                20.7;                20.3;traces;27;0;-;0;0;                2.34;0;-;                18.7;                5.54;                0.86;                0.61;                0.54;                0.63;                2.31;                1.09;                 2.7;                7.25;                2.36;                4.28;-;                0.13;-;-;-;107;                1.28;123;895;               0.057;                0.31;31;                16.2;-;208;230;                10.9;513;                0.56;176;-;< 0.5;                0.53;-;-;-;               0.021;                0.89;                1.43;                 1.3;                0.25;                84.2;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;503D7D13-B1E1-4AA8-84B9-2FE8BE9A7E46;12802;07A16B96-E061-48AA-8019-D639CB2BFBC8;fr_FR;Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);1240;300;1250;302;                52.8;                19.8;                19.4;traces;                24.7;0;-;0;0;                2.14;0;-;                16.9;                5.26;                0.84;                0.54;                0.49;                0.58;                2.11;                1.04;                2.48;                6.59;                2.11;                4.14;-;                0.12;-;-;-;                98.5;                1.23;107;984;< 0.1;                0.22;30;                12.7;-;183;290;                10.6;490;                0.61;156;-;< 0.5;                0.32;-;-;-;               0.022;                 0.5;                1.06;                0.57;                0.16;                76.6;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;DAC4CB2A-BBD9-42BB-87C9-2F0BF1F66389;12803;7BA66F5B-E235-4AA0-9B36-8652E14B56D6;fr_FR;Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure);1310;315;1310;317;                50.3;                20.4;20;traces;                26.2;0;-;0;0;                2.31;0;-;18;                5.44;                0.86;                0.58;                0.52;                0.61;                2.24;                1.07;                2.62;7;                2.27;                4.23;                0.57;                0.13;                0.02;               0.012;-;104;                1.69;117;1030;               0.055;                0.28;                30.6;                14.9;-;199;161;                10.8;505;                0.58;169;0;< 0.5;                0.45;-;-;-;               0.021;                0.74;                 1.3;                1.03;                0.22;                81.5;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;DA2CB137-19C4-4B66-9F99-F8D9453B24E7;12807;5F30460B-C6FD-484F-A634-C83670124844;fr_FR;Sainte-Maure de Touraine (fromage de chèvre);1220;294;1230;296;                53.4;                19.6;                19.2;traces;                24.2;-;-;0;0;                2.02;0;-;                18.7;                3.96;                0.76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                1.41;-;-;-;-;-;-;-;-;-;-;526;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;090D57BE-CA85-4F5C-9653-9BC51DACFDA2;12810;1EC162B0-7341-47B6-AF74-1B57CE8871B6;fr_FR;Fromage de chèvre demi-sec;1440;347;1440;348;                44.9;                19.9;                19.5;traces;                29.8;0;-;0;0;                 2.3;0;-;                20.6;                6.81;                0.71;                1.01;                0.65;                 0.8;                 2.8;                1.13;                2.87;                 7.5;                2.87;                5.24;                0.59;                0.12;-;              0.0079;0;79;                1.81;145;1100;               0.068;                1.62;75;                18.2;               0.036;375;165;                8.85;471;                0.64;401;77;                 0.5;                0.26;                 2.5;-;0;               0.072;                0.68;                1.15;                0.19;                0.12;2;                0.22
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;1EE8E4CE-BAE8-4891-BFCC-C7D18BE8A0B9;12812;6E0ACDC6-1F6A-4661-AD93-3EB7A32292D6;fr_FR;Fromage de chèvre bûche;1210;292;1220;294;                52.2;                19.3;                18.9;traces;                24.1;0;0;0;0;                2.37;0;-;                16.3;                5.22;                0.83;                0.53;                0.47;                0.56;                2.02;                0.99;                2.38;                6.44;                2.05;                 4.1;-;                0.12;-;-;-;                95.9;                1.71;107;1040;< 0.1;                0.22;30;                12.7;-;183;167;                10.1;495;                0.61;152;-;< 0.5;                0.29;-;-;-;               0.022;                0.47;                1.05;                0.52;                0.16;                76.4;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;C03B543C-B465-4A24-84A0-FFB41BD63087;12813;1007324F-88AD-4865-A4C2-88FDE946FB36;fr_FR;Fromage de chèvre bûche, allégé en matière grasse;747;179;754;180;                60.5;                22.6;                22.1;traces;10;0;0;0;0;                2.81;0;-;                 6.8;                 2.8;                 0.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;                1.24;183;-;-;                 0.1;-;15;-;275;210;-;801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;89B1BA55-5EF0-475D-AF98-3E4C84157CB4;12814;EA085016-B697-4E35-892F-8C86607DE977;fr_FR;Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé;1160;279;1170;281;                54.7;                19.3;19;traces;                22.6;0;-;0;0;                1.65;0;-;                17.4;                4.25;                 0.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;                1.56;90;-;-;-;-;-;-;-;-;-;624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;481B3C1A-4C5C-4F50-9591-07AB6FFD4677;12815;026F7743-705C-40D8-95D5-70E021E83479;fr_FR;Fromage de chèvre sec;1830;440;1840;442;29;                30.5;                29.9;traces;                35.6;0;-;0;0;                3.72;0;-;                24.6;                8.12;                0.85;                1.78;                0.78;                0.96;                3.43;                1.57;                3.61;                9.31;                3.16;-;-;-;-;0;0;105;                1.06;895;-;                0.07;                1.88;70;54;-;729;48;-;423;                1.59;478;91;                 0.7;                0.31;3;-;0;                0.14;                1.19;                 2.4;                0.41;                0.08;53;                0.12
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;1CD38D20-C0EA-4B7F-AB6F-FBC802D9BF26;12820;11847A5B-56F7-4276-88AD-5552766B19D5;fr_FR;Fromage de chèvre à pâte molle et croûte fleurie type camembert;1210;292;1220;294;                51.7;                19.9;                19.4;traces;                23.8;0;0;0;0;                3.01;0;-;16;                5.14;                0.85;                0.53;                0.45;                0.53;                 1.9;                0.94;                2.32;                6.49;                1.93;                4.09;                0.43;                0.12;-;              0.0056;-;                91.8;1;534;764;< 0.1;                0.32;                26.7;32;traces;326;190;                10.7;400;                 2.4;176;-;< 0.5;                 0.4;-;-;traces;< 0.04;                 0.4;                 0.8;                0.35;                 0.2;                60.8;2
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;3084AA91-756F-4686-B8FD-A41024F21270;12824;B3AC6A03-2683-4250-91B4-AE7A3F4DBB5C;fr_FR;Fromage de brebis à pâte molle et croûte fleurie;1140;274;1140;276;                55.6;                16.8;                16.5;traces;                23.2;-;-;0;0;                3.25;0;-;17;                4.95;                0.75;                0.67;                0.56;                0.51;                1.55;                0.98;                2.75;                 5.6;                2.38;                4.95;-;-;-;-;-;67;                1.69;487;-;-;-;-;-;-;364;-;-;676;-;198;-;-;-;-;-;-;-;                 0.5;-;-;-;-;                2.05
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;21A0A53E-9799-468E-8598-1A1F5C10501E;12830;87154CA5-5BA4-4496-8CB2-84BA9ADFAAFA;fr_FR;Chabichou (fromage de chèvre);1220;294;1230;296;                50.4;                20.5;                20.1;traces;                23.8;0;-;0;0;                2.77;0;-;                17.1;                4.06;                0.78;                0.54;                0.48;                0.57;                2.19;                1.08;                2.53;                7.13;                 1.6;                3.24;-;                0.12;-;-;-;                97.3;                1.85;104;1110;                 0.1;                0.35;30;                14.1;-;194;235;                11.5;742;                0.52;162;0;< 0.5;                0.31;-;-;-;< 0.04;                0.82;                1.61;                0.51;                0.23;46;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;B6B9AF71-F0BA-44EA-90EA-D0BCFF5BC4E2;12831;990DD3EC-2DC7-4348-8CE6-2C1AA462ACBC;fr_FR;Pélardon (fromage de chèvre);1420;343;1430;345;                43.6;                23.8;                23.3;traces;                27.8;0;-;0;0;                2.75;0;-;                18.6;                6.05;                1.05;                 0.6;                0.53;                0.64;                2.32;                1.16;                2.73;                7.33;                2.19;                4.84;-;                0.17;-;-;-;117;                1.43;147;909;< 0.1;                0.37;30;                20.5;-;242;-;                 9.5;572;                0.57;202;-;< 0.5;                0.58;-;-;-;< 0.04;                1.01;                1.28;                 1.2;                0.28;                95.5;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;F207C9B3-C7CB-48AE-B22B-FCBABF5CCB58;12832;0C3A904F-CC3E-4240-B6DB-FE22D941E107;fr_FR;Crottin de chèvre, au lait cru;1590;384;1600;386;                41.4;                23.2;                22.7;traces;                32.6;0;-;0;0;                 2.1;0;-;                24.1;                 5.5;                0.79;                0.76;                0.69;                0.79;                3.03;                1.29;                3.41;                 9.5;                 3.2;                4.36;-;                0.13;-;-;-;133;                1.01;141;640;< 0.1;                 0.4;30;                18.7;-;239;-;12;405;                0.57;201;-;< 0.5;                1.05;-;-;-;               0.025;                1.09;                1.67;                 1.7;                0.48;                91.9;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;3F5C44D3-8AC0-422E-8D12-2A2BE0E202A7;12833;F281C296-F8E0-4EC3-AA6D-8637C6087FEB;fr_FR;Crottin de chèvre, sans précision;1410;340;1420;342;-;                22.4;                21.9;traces;28;0;-;0;0;                2.08;0;-;                19.6;                 5.5;                0.91;                0.64;                0.57;                 0.7;                2.57;                1.24;                2.94;                7.32;                2.45;                4.34;                0.74;                0.13;                0.02;                0.01;-;111;                1.17;107;959;< 0.1;                0.22;30;                12.7;-;186;290;13;467;                0.59;175;-;< 0.5;                0.44;-;-;-;< 0.04;                0.65;                1.12;                0.79;                0.16;                77.5;                 0.1
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;3220B952-0998-4DA6-99DF-D3656BD68093;12834;91628A54-3134-4794-9B35-4F191062AA68;fr_FR;Crottin de Chavignol (fromage de chèvre);1230;296;1240;298;                50.8;                19.7;                19.3;traces;                24.4;0;-;0;0;                2.47;0;-;                16.2;                5.55;                 0.9;                0.57;                0.47;                0.56;                1.96;                0.94;                 2.3;6;                2.39;                 4.4;                0.74;                0.14;-;               0.015;-;                92.9;                 1.3;147;905;< 0.1;                0.28;30;                17.2;-;207;300;11;518;                0.83;204;-;< 0.5;                0.54;-;-;-;< 0.04;                0.88;                 1.3;                2.15;                0.25;                89.5;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;A59F2F63-440D-4949-AF87-6F3D278415D3;12836;EE85582A-6995-4741-B699-29566F4FF9FA;fr_FR;Picodon (fromage de chèvre);1310;315;1320;317;                49.4;                20.7;                20.3;traces;26;0;-;0;0;                2.24;0;-;                19.2;                4.25;                0.87;                0.65;                0.57;                0.67;                 2.5;                1.25;                3.15;                8.27;                2.16;                4.25;-;                 0.2;-;-;-;137;                1.25;126;1230;< 0.1;                0.28;20;                16.9;-;203;-;13;500;                0.67;180;-;< 0.5;                0.44;-;-;-;< 0.04;                0.78;                1.24;                1.23;                0.14;80;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;E61AD280-0ABB-4821-AF17-BDEB8BB86F4B;12839;BB7D9E65-645B-4C26-BBFF-CF4BFD4D8A96;fr_FR;Pouligny Saint-Pierre (fromage de chèvre);1220;294;1230;296;                52.7;                18.9;                18.5;traces;                24.5;0;-;0;0;                1.92;0;-;                16.8;                 5.4;                 0.8;                0.52;                0.47;                0.55;                1.99;                0.98;                2.42;                6.79;                2.07;                4.34;-;                0.12;-;-;-;                99.7;                1.08;100;702;< 0.1;                0.33;30;                14.8;-;189;-;14;432;                0.53;155;-;< 0.5;                0.29;-;-;-;< 0.04;                0.86;                 1.8;                1.24;                0.17;108;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;EEE4455D-9B90-427E-B194-9612716E564A;12842;103DBFCF-D52F-4715-996E-1A3D7542D58A;fr_FR;Sainte-Maure (fromage de chèvre);1480;357;1490;359;                42.9;                22.1;                21.7;traces;30;0;-;0;0;                2.35;0;-;                18.4;                8.14;                 1.1;                0.69;                0.59;                0.71;                2.28;                0.98;                2.24;                5.25;                3.38;                5.84;                0.63;                0.16;-;              0.0088;-;122;                1.81;122;1100;< 0.1;                 0.3;40;                14.5;-;233;168;                10.5;543;                0.62;160;-;< 0.5;                0.41;-;-;-;< 0.04;                 0.9;                1.25;                1.04;                0.19;                80.2;                 0.1
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;9228CCC1-516A-4099-8236-8328C8025F66;12845;378D2D2E-16EF-49CF-B95D-35A0E4DCAE36;fr_FR;Selles-sur-Cher (fromage de chèvre);1210;291;1210;292;                53.1;                19.2;                18.9;traces;                23.9;0;-;0;0;                2.26;0;-;18;                3.66;                0.76;                0.56;                0.62;                0.72;                2.28;                1.13;                2.54;                6.57;                3.05;                3.66;                 0.6;                0.15;-;              0.0093;-;-;                 1.4;161;-;-;-;56;-;-;-;-;-;562;-;-;-;-;                 0.6;-;-;-;-;-;-;-;-;-;                 0.1
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;476E1A5D-E6C7-4FFC-B944-310FA950D45D;12846;B29E870D-51CD-4F4E-A3AD-6B5D97E2FFD9;fr_FR;Chevrot (fromage de chèvre);1150;277;1160;279;                55.4;                18.5;                18.1;traces;                22.8;0;-;0;0;                1.99;0;-;                15.5;                4.85;                0.79;                0.53;                0.46;                0.54;                 1.9;                0.94;                2.26;                6.12;                1.87;                3.88;-;                0.11;-;-;-;                78.1;                1.12;                98.4;984;< 0.1;                0.26;30;                12.9;-;160;-;10;449;                0.28;140;-;< 0.5;                0.34;-;-;-;< 0.04;                0.83;                1.24;                1.24;                0.11;77;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;394F3DB9-6F7D-4DC0-9536-BEC6954154BA;12847;8DF2DE42-2321-4B0E-A270-FAA6820FFDD4;fr_FR;Rocamadour (fromage de chèvre);1160;279;1160;280;                57.3;                18.6;                18.2;traces;                22.9;< 0.14;0;0;0;                1.64;0;-;                17.5;                4.26;                0.73;                0.65;                0.62;                0.62;                2.16;                1.09;                2.77;                5.91;3;                2.37;                0.41;               0.083;               0.048;              0.0074;              0.0074;                65.5;                1.11;102;710;                 0.1;                 0.2;30;                13.8;-;197;160;< 8;373;                0.37;168;0;< 0.5;                0.39;-;-;-;< 0.04;                0.79;                 1.8;                 1.4;                0.31;80;-
29981FB5-2A0D-4846-99E8-B8EFD8B52582;06.1;Fromages affinés à pâte molle;870718DC-2D2A-45EC-99F0-C897D03AC4EE;12848;7A7BDD2D-8CEB-4374-84C1-2C4415D38289;fr_FR;Valençay (fromage de chèvre);1270;306;1270;307;                51.8;                19.3;                18.9;traces;                25.5;0;-;0;0;                1.91;0;-;18;5;                0.91;                0.53;                0.46;                0.54;                1.94;                0.94;                2.34;                5.87;                 2.1;                3.37;-;               0.087;-;-;-;85;                1.32;120;1100;< 0.1;                0.19;40;                15.3;-;181;150;9;509;                0.55;166;-;< 0.5;                0.32;-;-;-;< 0.04;                0.64;                1.12;                0.95;                0.11;                84.8;-
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;C134B278-BB8A-418F-8E64-7D456D70E282;12500;DE719EB2-D0ED-458E-8C57-5009B0119CCB;fr_FR;Roquefort;1480;358;1490;359;                43.8;                19.6;                19.2;traces;                30.9;0;0;0;0;                6.44;0;                 0.9;                22.4;                 6.1;                 1.3;                0.86;                0.72;                0.76;                2.46;                1.38;                3.49;                7.49;                2.84;                4.65;                0.56;                 0.3;                0.02;               0.022;-;                74.7;                3.65;645;2600;               0.028;                0.11;50;                31.5;               0.019;392;100;< 10;1460;                1.92;212;-;-;                0.12;-;-;0;               0.044;                0.67;                0.73;                0.62;               0.081;                29.1;                0.57
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;5CFA761F-8E1F-4E9B-97A4-D22A3F1EB8E7;12519;C6E34962-0246-4327-BA8F-9E20E05829D1;fr_FR;Fourme de Montbrison;1510;365;1520;367;                42.8;                22.5;                22.1;traces;                30.8;0;-;0;0;                3.61;0;-;                20.5;                7.28;                1.04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                1.63;-;-;-;-;-;-;-;-;-;-;652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;201AB60F-360D-486E-8D4A-BE4CE38C9F93;12520;D86523FF-E706-4520-9D60-16509AAA3913;fr_FR;Fromage bleu au lait de vache;1380;333;1390;334;                46.1;                19.9;                19.5;traces;                28.3;< 0.25;-;0;0;                3.99;0;-;                17.7;                 9.1;                0.97;                0.71;                 0.4;                0.29;                0.74;                0.92;                3.02;                8.12;                2.84;                5.69;                0.45;                0.19;-;               0.017;0;                94.7;                2.89;438;1750;< 0.1;                0.23;160;23;< 0.1;322;130;                 5.5;851;                3.88;224;74;                0.42;                0.59;                 2.4;-;0;               0.035;                0.43;                1.01;                1.73;                 0.2;36;                1.35
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;D929DBCE-EB6C-4EEA-8982-ACFDCB24A573;12521;7F09EE8C-FB7D-41DC-B0BB-F7534DE95CE7;fr_FR;Fromage bleu d'Auvergne;1420;343;1430;345;                44.1;                22.4;22;traces;                28.4;0;-;0;0;                4.34;0;-;19;                6.95;                0.81;                0.59;                 0.4;                0.27;                 0.7;                0.89;                3.03;                7.96;                 3.3;                5.31;                0.35;                0.19;-;-;-;59;                2.85;516;1730;                0.07;                 0.3;27;                18.1;< 0.1;301;126;                3.73;1070;                2.69;250;-;-;-;-;-;-;-;                0.55;-;                0.66;-;                54.8;                0.85
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;9C3B128B-8A40-41AA-8D76-1B5F185625BE;12524;097F5A4E-BCA0-444C-BE1F-EE6DF841AF2D;fr_FR;Gorgonzola;1290;312;1300;314;                51.1;19;                18.6;traces;                26.4;< 0.3;0;0;0;                 3.1;0;-;                16.9;                7.28;                0.75;                0.72;                0.46;                0.33;                0.66;                0.82;                2.83;                8.16;                2.84;                5.19;                0.64;               0.077;               0.035;< 0.012;< 0.012;                81.1;                1.77;390;1180;                0.02;                0.08;70;18;                0.01;310;110;< 20;710;                 2.1;286;168;                0.24;                0.16;                 0.9;-;< 0.5;                0.07;                0.32;                2.93;                0.81;                0.13;                41.2;                0.73
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;BEA4E79A-AB1C-49ED-9A0C-26B8ECE44B6F;12526;74EF4192-A026-44AD-A249-9CEA1C6F0C69;fr_FR;Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC);1510;364;1520;366;                43.6;                22.5;                22.1;traces;                30.7;traces;-;0;0;                2.04;0;-;                20.2;                7.61;                1.19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                1.44;600;-;-;-;-;-;-;-;-;-;575;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
215BF461-BB27-43E0-A503-C033E71236D9;06.3;Fromages affinés à pâte persillée;BEC61E80-E7CB-4242-B968-3F565DBAA88B;12527;B39D8DBA-B6AA-437A-A3F3-52B7F7C642FB;fr_FR;Fromage bleu de Bresse;1420;342;1420;344;                50.6;                17.4;17;traces;                30.5;0;0;0;0;                2.69;0;-;                19.4;                 8.5;                 0.9;                0.58;                0.45;                0.29;                0.72;                0.92;                3.28;                8.76;                3.63;                 5.8;                 0.4;                0.14;-;-;-;91;                1.43;434;883;< 0.1;< 1;48;17;< 0.1;320;125;                16.1;450;                 2.5;108;< 50;< 0.2;< 0.1;-;-;0;< 0.05;                0.46;                 1.5;                0.49;                0.07;47;                0.74
77C4158A-684D-4197-91D7-3F19C2209C58;06.5;Fromages affinés à pâte ferme;C787F795-933F-4B26-AD82-DFD99A5736C2;12705;B36E7A52-6129-4B98-AC98-436A122D1098;fr_FR;Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG;993;238;1000;240;                52.2;29;                28.4;traces;                13.8;0;-;0;0;                4.45;0;-;                 8.9;                3.77;                0.36;                0.41;                0.34;                 0.2;                 0.4;                0.52;                1.44;                3.92;                1.25;                 2.6;                 0.2;                0.08;-;              0.0068;0;                45.3;                2.06;717;-;               0.086;                0.21;                24.4;                31.6;               0.059;568;                76.3;                9.63;824;                4.23;117;-;                0.16;                0.35;0;-;0;               0.058;                0.32;                 0.1;                0.34;               0.085;                59.5;                1.56
77C4158A-684D-4197-91D7-3F19C2209C58;06.5;Fromages affinés à pâte ferme;D2DA7F2A-213B-4874-9CFB-76E685975EAB;12716;4CB564DD-D004-4B60-8BEE-02498F3D73ED;fr_FR;Provolone;1410;340;1420;342;41;                25.6;                25.1;traces;                26.6;0;0;0;0;                4.71;0;-;                17.1;                7.39;                0.77;                0.98;                0.37;                0.26;                0.48;                0.36;                2.75;                8.16;                3.06;-;-;-;-;0;0;69;                2.19;756;-;               0.026;                0.52;-;28;                0.01;496;138;-;876;                3.23;230;68;                 0.5;                0.23;                 2.2;-;0;               0.019;                0.32;                0.16;                0.48;               0.073;10;                1.46
77C4158A-684D-4197-91D7-3F19C2209C58;06.5;Fromages affinés à pâte ferme;0281FF64-E3F3-4893-99B0-BA62D2C8D7F8;12720;C12A1DF5-5D40-4211-B8A9-AAAF6D15850C;fr_FR;Fromage à pâte ferme, enrobé de cire;-;-;-;-;-;-;-;traces;                27.4;0;-;0;0;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                1.59;608;-;                0.03;                0.15;27;                29.3;               0.014;546;                74.5;< 10;635;                2.57;-;-;-;-;-;-;0;                0.03;                0.33;                0.06;-;                0.08;21;0
77C4158A-684D-4197-91D7-3F19C2209C58;06.5;Fromages affinés à pâte ferme;7CAF9A64-92ED-419F-BB60-1EDCAA878D9E;12722;B8B0553F-DB06-4A72-BACC-21C474EE3193;fr_FR;Cantal entre-deux;1510;365;1520;367;                40.6;                25.6;                25.1;traces;                29.4;0;-;0;0;                4.18;0;-;                19.1;                6.82;                0.79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                99.1;                2.04;791;-;-;-;-;-;-;-;-;-;835;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
77C4158A-684D-4197-91D7-3F19C2209C58;06.5;Fromages affinés à pâte ferme;BCBC8079-BE77-4B16-AEBB-24F77ECC0558;12723;60D79BDC-12C3-4D9B-95C4-7C6ABE5B46FE;fr_FR;Cantal, Salers ou Laguiole;1540;371;1550;373;                39.1;                24.6;                24.1;traces;                30.5;< 0.5;-;0;0;                 4.2;0;-;                20.9;                6.56;                0.88;                1.06;                0.62;                0.37;                0.59;                0.93;                3.67;                10.2;                2.68;                5.15;                0.39;                0.17;               0.031;               0.019;               0.033;-;                2.28;810;-;                0.09;                0.54;21;                28.9;                0.04;500;100;                5.44;768;                 3.6;160;140;-;-;-;-;-;-;-;-;-;-;                17.8;-
